Cust_Num,Comp_Name,First_Name,Last_Name,Phone_Num,Street_Address,City,State,Zip,Category
IL-1015,Joseph  ,Georgia,Mathews,(725) 555-0241,58 E. Circle St. ,Downers Grove,IL,60515,Reseller
IL-1016,"Howard, Leonard, and Warner Restaurant Group",Delaney,Bryan,(839) 555-1959,889 Van Dyke St. ,Mokena,IL,60448,Reseller
IL-1017,Vega-Rodriguez Wines,Raphael,Herman,(576) 555-5392,137 West Linden Avenue ,Streamwood,IL,60107,Reseller
IL-1018,"Richards, Alvarez, and Frazier Wine & Liquor",Nathanael,Shepherd,(414) 555-4938,8765 1st Ave. ,Lake Villa,IL,60046,Reseller
IL-1019,Smith & Sons Stores,Leia,Hurley,(542) 555-8566,9349 North Maple Lane ,Berwyn,IL,60402,Reseller
IL-1020,Harris-Foster Beverages,Lacey,Webb,(532) 555-7889,21 West Brandywine Street ,Joliet,IL,60435,Reseller
IL-1021,"Reyes, Fisher, and Pope Purveyors",Marianna,Johnson,(270) 555-1051,7385 Pendergast St. ,Mount Prospect,IL,60056,Reseller
IL-1022,Thornton-Butler Beverages,Kassandra,Norris,(934) 555-0555,9238 Marlborough Circle ,Mchenry,IL,60050,Reseller
IL-1023,Jones-Thompson ,Jean,Shannon,(799) 555-6284,9 S. Bayberry Dr. ,Carol Stream,IL,60188,Reseller
IL-1024,"Martin, Martin, and Fisher Group",Quentin,Mckenzie,(355) 555-6516,901 Bridle Road ,Hoffman Estates,IL,60169,Reseller
IL-1025,"Fleming, Roberts, and Summers Beverages",Kendra,Glenn,(788) 555-8680,35 SE. Richardson Lane ,Arlington Heights,IL,60004,Reseller
IL-1026,Rivera-Huang Purveyors,Carly,Bailey,(505) 555-1438,182 Lancaster St. ,Peoria,IL,61604,Reseller
IL-1027,Mccarty  Restaurants,Malaki,Hester,(492) 555-8521,581 Country St. ,Des Plaines,IL,60016,Reseller
IL-1028,"Morales, Olson, and Underwood Restaurants",Armani,Harris,(314) 555-7548,88 Water Rd. ,Morton Grove,IL,60053,Reseller
IL-1029,"Schaefer, Washington, and Mcdowell Restaurant Group",Julianne,Conner,(294) 555-3459,9081 Glenridge Ave. ,Gurnee,IL,60031,Reseller
IL-1030,Daugherty-Bass ,Campbell,Flynn,(973) 555-5190,399 NW. Chapel Ave. ,Champaign,IL,61821,Reseller
IL-1031,"Ortiz, Hampton, and Wallace ",Jordan,Bolton,(354) 555-5080,180 John Rd. ,Burbank,IL,60459,Reseller
IL-1032,Lewis-Smith Inc.,Donna,Mayer,(384) 555-1625,9156 Johnson St. ,Highland Park,IL,60035,Reseller
IL-1033,Huber-Blevins Stores,Aliya,Sosa,(771) 555-3832,67 Shirley Court ,Schaumburg,IL,60193,Reseller
IL-1034,Wilson-Smith ,Adalyn,Webb,(646) 555-6549,790 Gartner St. ,Wilmette,IL,60091,Reseller
IL-1035,Rowe-Livingston ,Noemi,Newman,(801) 555-6085,53 Applegate St. ,Geneva,IL,60134,Reseller
IL-1036,"Ho, Peters, and Baker Inc.",Wendy,Huff,(973) 555-7212,960 East Dunbar Dr. ,Roselle,IL,60172,Reseller
IL-1037,Morales Beer & Wine,Brayan,Doyle,(295) 555-0880,9798 Trenton Circle ,Romeoville,IL,60446,Reseller
IL-1038,Diaz  Group,Yosef,Rivera,(941) 555-4345,10 NE. Cobblestone Ave. ,Waukegan,IL,60085,Reseller
IL-1039,West  Stores,Brodie,Pruitt,(241) 555-6877,8356 SW. Newport Ave. ,Bartlett,IL,60103,Reseller
IL-1040,Lewis  Inc.,Kareem,Daugherty,(727) 555-6305,67 Hill Rd. ,Saint Charles,IL,60174,Reseller
IL-1041,Ponce  Purveyors,Makhi,Figueroa,(666) 555-7226,60 College St. ,Evanston,IL,60201,Reseller
IL-1042,Arnold-Johnson Inc.,Adolfo,Horne,(209) 555-5096,7004 Hill St. ,Elgin,IL,60120,Reseller
IL-1043,Rollins  Restaurants,Paige,Wang,(889) 555-8640,7820 Military Dr. ,Bolingbrook,IL,60440,Reseller
IL-1044,Nervous Nettle ,Emmett,Mccarty,(707) 555-8320,8741 Howard Avenue ,Chicago,IL,60621,Retailer
IL-1045,Shelton  ,Kenny,Stark,(723) 555-8145,938 Brickyard Ave. ,Libertyville,IL,60048,Reseller
IL-1046,Mccoy-Monroe Stores,Tianna,Mcintyre,(337) 555-8960,2 Oxford St. ,Crystal Lake,IL,60014,Reseller
IL-1047,"Newton, Castillo, and Gilmore Purveyors",Maximus,Lucero,(882) 555-9607,706 South Randall Mill St. ,Wheaton,IL,60187,Reseller
IL-1048,"Blanchard, Cooper, and Garrett Restaurant Group",Hassan,Dorsey,(507) 555-8288,62 Linden Court ,Dekalb,IL,60115,Reseller
IL-1049,Gomez-Hayes ,Raegan,Mays,(665) 555-8714,8332 Maple Court ,Calumet City,IL,60409,Reseller
IL-1050,"Gill, Mcclure, and Wilson Wine & Liquor",Shyanne,Blankenship,(481) 555-6220,760 Glenholme Ave. ,Villa Park,IL,60181,Reseller
IL-1051,Thomas LLC,Paige,Sexton,(425) 555-2341,1 Greenrose Ave. ,Orland Park,IL,60462,Reseller
IL-1052,Wolf-Frost Restaurant Group,Selena,Jenkins,(505) 555-0503,204 8th Street ,Mundelein,IL,60060,Reseller
IL-1053,"Harrison, Miller, and Taylor Beverages",Serenity,Conner,(435) 555-3607,122 Windfall Drive ,Ottawa,IL,61350,Reseller
IL-1054,"Lee, Blankenship, and Bates ",Cornelius,Gibson,(323) 555-0804,9107 Beaver Ridge St. ,Grayslake,IL,60030,Reseller
IL-1055,"Galloway, Moran, and Bauer Restaurant Group",Cristian,Preston,(992) 555-2809,9144 Fairview St. ,Lake In The Hills,IL,60156,Reseller
IL-1056,Solis  Inc.,Ramon,Holden,(682) 555-0025,1 Walnut St. ,Carpentersville,IL,60110,Reseller
IL-1057,"Mclean, Higgins, and Stephens LLC",River,Horn,(951) 555-0490,16 Glen Ridge St. ,Skokie,IL,60076,Reseller
IL-1058,Johnson-Kelly Wine & Liquor,Tristian,Berg,(531) 555-3575,969 N. Trenton St. ,Oak Forest,IL,60452,Reseller
IL-1059,Snyder-Lopez Group,Kareem,Watts,(654) 555-8928,91 Franklin St. ,Oak Lawn,IL,60453,Reseller
IL-1060,Patton  Beverages,Julianna,Meyer,(526) 555-4015,8562 Kent Dr. ,Lake Villa,IL,60046,Reseller
IL-1061,Strickland-Woods Liquors,Salvador,Howard,(943) 555-1303,9689 Argyle St. ,Glenview,IL,60025,Reseller
IL-1062,West-Burns ,Rocco,Hood,(771) 555-4022,7938 Beaver Ridge Street ,Gurnee,IL,60031,Reseller
IL-1063,Smith-Nunez LLC,Jagger,Gutierrez,(920) 555-0898,9757 Second Street ,Huntley,IL,60142,Reseller
IL-1064,Gilmore  Inc.,Josephine,Huang,(391) 555-8261,82 Chestnut Rd. ,Lake In The Hills,IL,60156,Reseller
IL-1065,Allen-Rivas Group,Jimena,James,(675) 555-0334,8095 Grand St. ,Ottawa,IL,61350,Reseller
IL-1066,"Alexander, Zamora, and Marshall Beverages",Garrett,Rangel,(217) 555-9009,78 Dunbar Court ,Peoria,IL,61604,Reseller
IL-1067,"Johnson, Ferguson, and Williams Stores",Boston,Golden,(375) 555-6638,710 Cedarwood Rd. ,Skokie,IL,60076,Reseller
IL-1068,"King, Mitchell, and Lopez Liquors",Melody,Rollins,(958) 555-7557,615 North Tanglewood St. ,Romeoville,IL,60446,Reseller
IL-1069,Lara-Ford Wine & Liquor,Maddison,Martinez,(654) 555-2072,7848 Thompson Lane ,Round Lake,IL,60073,Reseller
IL-1070,Wang-Green ,Romeo,Summers,(457) 555-7600,80 Sulphur Springs Ave. ,Arlington Heights,IL,60004,Reseller
IL-1071,"Ramos, Turner, and Fox ",Bryce,Grant,(679) 555-4659,52 Elm Court ,Addison,IL,60101,Reseller
IL-1072,Bentley  ,Kimora,Frey,(900) 555-6076,95 Madison Rd. ,Barrington,IL,60010,Reseller
IL-1073,Marquez-Williams Wines,Skye,Erickson,(885) 555-6422,8019 W. Andover Road ,Des Plaines,IL,60016,Reseller
IL-1074,"Olson, Gilbert, and Hess Beverages",Jazmyn,Mejia,(578) 555-5918,748 Glenholme St. ,Crystal Lake,IL,60014,Reseller
IL-1075,"Gomez, Kennedy, and Perry Inc.",Humberto,Castaneda,(352) 555-8091,223 Roosevelt Street ,Mundelein,IL,60060,Reseller
IL-1076,Thomas  Group,Kaydence,Zhang,(237) 555-6042,512 Charles Ave. ,Bartlett,IL,60103,Reseller
IL-1077,Perez  Stores,Ellen,Payne,(947) 555-2607,9579 Clark Dr. ,Bolingbrook,IL,60440,Reseller
IL-1078,Mendoza-Figueroa Restaurant Group,Evie,Clarke,(537) 555-8012,9470 Illinois Circle ,Chicago,IL,60621,Reseller
IL-1079,Lawson-Bennett Restaurant Group,Alia,Krause,(953) 555-5448,415 Sunnyslope Avenue ,Wilmette,IL,60091,Reseller
IL-1080,"Garcia, Jensen, and Yang ",Aurora,Vazquez,(254) 555-7422,72 Carriage Avenue ,Glendale Heights,IL,60139,Reseller
IL-1081,"Smith, Morrison, and Jones Restaurant Group",Raina,Cortez,(880) 555-1726,81 Van Dyke St. ,Geneva,IL,60134,Reseller
IL-1082,Johnson  Restaurant Group,Alisa,Scott,(513) 555-9061,115 Wild Horse Court ,Algonquin,IL,60102,Reseller
IL-1083,Fernandez-Crawford Restaurant Group,Isaias,Wise,(367) 555-6869,111 Durham Dr. ,West Chicago,IL,60185,Reseller
IL-1084,Long  Liquors,Gael,Lawrence,(741) 555-8100,705 Oklahoma St. ,Villa Park,IL,60181,Reseller
IL-1085,Morris-White Restaurant Group,Alexia,Singleton,(583) 555-2052,80 Pineknoll St. ,Carpentersville,IL,60110,Reseller
IL-1086,Parker-Leon Beverages,Nathalie,Perry,(255) 555-7572,38 Newcastle Street ,Waukegan,IL,60085,Reseller
IL-1087,Thomas Eccleston Restaurant Group,Winston,Richmond,(417) 555-4479,7754 Acacia St. ,Vernon Hills,IL,60061,Reseller
IL-1088,The Soda Shop Restaurant,Lucille,Schultz,(736) 555-5150,9557 Theatre Drive ,Park Forest,IL,60466,Retailer
IL-1089,Ruiz  ,Chloe,Mann,(427) 555-4640,794 Green Street ,Champaign,IL,61821,Reseller
IL-1090,Davenport  Purveyors,Yareli,Irwin,(526) 555-6556,8131 Forest Dr. ,Buffalo Grove,IL,60089,Reseller
IL-1091,"Richards, Larsen, and Wagner Wine & Liquor",Lizbeth,Walton,(602) 555-0701,8 Kent Ave. ,Lemont,IL,60439,Reseller
IL-1092,Williams-Snyder Restaurants,Justice,Wall,(484) 555-4926,7379 Cooper Drive ,Zion,IL,60099,Reseller
IL-1093,"Curry, Jackson, and Harris Liquors",Isla,Butler,(470) 555-4203,296 Walnut St. ,Elk Grove Village,IL,60007,Reseller
IL-1094,Bell  Wines,Collin,Wilkinson,(571) 555-6666,961 Bellevue Dr. ,Northbrook,IL,60062,Reseller
IL-1095,Walton  Wines,Joey,Barnett,(202) 555-3093,18 Brickyard Circle ,Downers Grove,IL,60515,Reseller
IL-1096,The Futuristic Sip,Dulce,Huffman,(940) 555-1023,27 Buttonwood Ave. ,Lake Zurich,IL,60047,Retailer
IL-1097,"Watson, Middleton, and Rodriguez Liquors",Gaven,Mendoza,(823) 555-3376,8 Orchard Lane ,Joliet,IL,60435,Reseller
IL-1098,Osborne-Nunez Wine & Liquor,Alexis,Shea,(340) 555-9120,706 North Grant St. ,Lombard,IL,60148,Reseller
IL-1099,"Carter, Page, and Pham Inc.",Damaris,Monroe,(807) 555-4951,393 Orange Avenue ,Schaumburg,IL,60193,Reseller
IL-1100,"Thomas, Morgan, and Barton ",August,Hartman,(957) 555-4405,763 Saxton St. ,Carol Stream,IL,60188,Reseller
IL-1101,Thomas  Wines,Allan,Green,(577) 555-7358,44 West Delaware Court ,Streamwood,IL,60107,Reseller
IL-1102,"Roth, Brennan, and Jackson Stores",Irvin,Solomon,(882) 555-1500,7519 Mill St. ,Wheaton,IL,60187,Reseller
IL-1103,Clever Machine,Heather,Salazar,(729) 555-3536,7293 E. Arnold Drive ,Burbank,IL,60459,Retailer
IL-1104,Domineering Dinosaur Deli,Frida,Reed,(822) 555-7943,8495 North Parker Ave. ,Dekalb,IL,60115,Retailer
IL-1105,Mitchell  Restaurants,Ramiro,Graham,(790) 555-7179,263 Halifax Avenue ,Glen Ellyn,IL,60137,Reseller
IL-1106,"Hess, Anderson, and Coffey Restaurants",Adonis,Hughes,(586) 555-1186,9212 N. 4th Lane ,Harvey,IL,60426,Reseller
IL-1107,"Burns, Hatfield, and Jones ",Israel,Colon,(607) 555-9896,8499 Golden Star Dr. ,Berwyn,IL,60402,Reseller
IL-1108,"Forbes, Hess, and Vega ",Cornelius,Stanley,(270) 555-0867,8079 E. Oakwood Lane ,Evanston,IL,60201,Reseller
IL-1109,Smith-Neal Stores,Courtney,Banks,(565) 555-3708,76 Prairie Drive ,Deerfield,IL,60015,Reseller
IL-1110,"Grant, Potts, and Mays Wines",Bella,Ellison,(329) 555-1726,9216 Constitution Avenue ,Mchenry,IL,60050,Reseller
IL-1111,Lopez  Restaurant Group,Gianna,Gilbert,(496) 555-5777,7 Alderwood St. ,Rolling Meadows,IL,60008,Reseller
IL-1112,Martin-Scott ,Ava,Greene,(555) 555-3782,7887 High Point Avenue ,Highland Park,IL,60035,Reseller
IL-1113,"Woodward, Garcia, and Mullins Purveyors",Rory,George,(457) 555-8701,7330 Newport Court ,Libertyville,IL,60048,Reseller
IL-1114,Hoffman  LLC,Colt,Glover,(852) 555-8861,317 Bayberry Dr. ,Chicago Heights,IL,60411,Reseller
IL-1115,Beasley-Ponce Liquors,Kody,Reid,(961) 555-3910,76 East Walt Whitman St. ,Morton Grove,IL,60053,Reseller
IL-1116,"Shelton, Jordan, and Armstrong Inc.",Phillip,Moyer,(673) 555-8794,6 Charles Street ,Saint Charles,IL,60174,Reseller
IL-1117,Substantial Soups Cafe,Paola,Sutton,(811) 555-5181,8828 East Fairfield Street ,Calumet City,IL,60409,Retailer
IL-1118,Grant-Brown ,Kale,Everett,(898) 555-3064,7 Bald Hill Avenue ,Grayslake,IL,60030,Reseller
IL-1119,Hunt-Wright Liquors,Addisyn,Wu,(850) 555-7626,9927 School Dr. ,Elgin,IL,60120,Reseller
IL-1120,Harris-Banks Wine & Liquor,Iyana,Rivers,(299) 555-7488,87 Essex Ave. ,Hanover Park,IL,60133,Reseller
IL-1121,Zany Java,Elias,Cochran,(677) 555-5177,5 Hill Avenue ,Park Ridge,IL,60068,Retailer
IL-1122,Sawyer-Kim Inc.,Harmony,Carr,(264) 555-4704,506 S. Roosevelt St. ,Mokena,IL,60448,Reseller
IL-1123,Woods  Restaurant Group,Destinee,Pittman,(508) 555-8085,18 Bridle Court ,Hoffman Estates,IL,60169,Reseller
IL-1124,"Boyer, Kane, and Mclean Wines",Asa,Spencer,(409) 555-3711,809 South Sunnyslope St. ,Orland Park,IL,60462,Reseller
IL-1125,Copper Kettle,Evangeline,Day,(716) 555-5248,8925 University Street ,Palatine,IL,60067,Retailer
IL-1126,"Henderson, Stafford, and Robinson Purveyors",Lillianna,Bowen,(273) 555-8611,8522 Heather Rd. ,Roselle,IL,60172,Reseller
IL-1127,Garrett-Davis Restaurants,Myles,Wilkinson,(679) 555-1578,8317 University Lane ,Mount Prospect,IL,60056,Reseller
IL-1128,"Conner, Jones, and Bennett ",Davin,Ferguson,(244) 555-0861,405 Gulf Drive ,New Lenox,IL,60451,Reseller
IL-1129,Hill-Ross Stores,Lindsey,Herman,(484) 555-1189,6 North Golf Lane ,Westmont,IL,60559,Reseller
IN-1001,Banks-Moreno Wines,Armani,Short,(214) 555-7023,75 Bald Hill St. ,Indianapolis,IN,46201,Reseller
IN-1002,Austin  ,Marlon,Douglas,(247) 555-7779,7253 W. Front St. ,Schererville,IN,46375,Reseller
IN-1003,Cummings  Beverages,Aniyah,Morse,(369) 555-6605,773 High St. ,Zionsville,IN,46077,Reseller
IN-1004,Cardenas-Holland Restaurants,Mira,Sanchez,(248) 555-2533,9717 Marvon Circle ,Jeffersonville,IN,47130,Reseller
IN-1005,Miller Beer & Wine,Nigel,Bradley,(999) 555-7795,75 Lexington Drive ,Granger,IN,46530,Reseller
IN-1006,Walters-Powell Stores,Isla,Caldwell,(542) 555-4282,225 SE. Corona Street ,Kokomo,IN,46901,Reseller
IN-1007,Copeland  Stores,Salvatore,Conley,(313) 555-5816,124 West Crescent Ave. ,Munster,IN,46321,Reseller
IN-1008,Peaceful Plant Cafe,Oswaldo,Ramos,(948) 555-2064,7330 Belmont Circle ,Fishers,IN,46037,Retailer
IN-1009,"Lyons, Acosta, and Perez Beverages",Mariyah,Riggs,(373) 555-5904,537 Snake Hill Ave. ,Michigan City,IN,46360,Reseller
IN-1010,The Top Drawer,Stacy,Yates,(975) 555-9597,756 Tarkiln Hill Dr. ,Goshen,IN,46526,Retailer
IN-1011,"Ruiz, Gregory, and Wolf Liquors",Deandre,Garza,(428) 555-9685,703 Mill Pond Dr. ,Bloomington,IN,47401,Reseller
IN-1012,"Rodriguez, Love, and Bennett Purveyors",Rachel,Mccann,(396) 555-5408,59 Sycamore Rd. ,Seymour,IN,47274,Reseller
IN-1013,"Rubio, Cooper, and Ramirez Inc.",Ricky,Webster,(254) 555-5587,8192 Bay Dr. ,Lafayette,IN,47905,Reseller
IN-1014,Figueroa  LLC,Aria,Marshall,(667) 555-6601,979 Hartford Court ,Logansport,IN,46947,Reseller
IN-1015,Becker  Wine & Liquor,Leslie,Gould,(639) 555-5527,979 Front Drive ,South Bend,IN,46614,Reseller
IN-1016,"Morrow, Taylor, and Hansen Beverages",Desirae,Schroeder,(765) 555-9571,854 Magnolia Road ,Fort Wayne,IN,46804,Reseller
IN-1017,Noble & Ruthersford,Orlando,Anderson,(488) 555-8801,8498 Golden Star Drive ,Noblesville,IN,46060,Reseller
IN-1018,Cheap Dad’S Diner,Alexis,Vasquez,(211) 555-5937,13 West Honey Creek St. ,Greenfield,IN,46140,Retailer
IN-1019,Simon  ,Hillary,Harper,(790) 555-0090,18 4th St. ,Merrillville,IN,46410,Reseller
IN-1020,"Walker, Mcdonald, and Davis LLC",Tucker,Beard,(878) 555-5990,230 Branch Street ,Crawfordsville,IN,47933,Reseller
IN-1021,Lee  Group,Mauricio,Stone,(656) 555-2858,272 Henry Smith Drive ,West Lafayette,IN,47906,Reseller
IN-1022,"Olson, Gibbs, and Price Wines",Katherine,Herring,(673) 555-1071,9239 Mountainview Street ,Avon,IN,46123,Reseller
IN-1023,Salazar  Liquors,Makaila,Santiago,(488) 555-1294,9447 East Elizabeth Lane ,New Albany,IN,47150,Reseller
IN-1024,Portage Potables,Miah,Davies,(674) 555-7610,861 Amerige Lane ,Portage,IN,46368,Reseller
IN-1025,Cooper-Huffman ,Juliette,Trevino,(415) 555-6151,7432 Brookside Rd. ,Brownsburg,IN,46112,Reseller
IN-1026,"Johnson, Holland, and Galvan ",Chloe,Myers,(861) 555-7570,583 Princeton St. ,La Porte,IN,46350,Reseller
IN-1027,Shiny Kettle ,Dylan,Swanson,(618) 555-8938,9364 Vermont Street ,Evansville,IN,47711,Retailer
IN-1028,Good Advice Restaurant,Serena,Pineda,(899) 555-7988,34 North Military St. ,Highland,IN,46322,Retailer
IN-1029,Hill  ,Charity,Cowan,(740) 555-1441,311 Longfellow Street ,Noblesville,IN,46060,Reseller
IN-1030,"Smith, Schmidt, and Gomez Stores",Kailyn,Cummings,(475) 555-7047,9 53rd St. ,Brownsburg,IN,46112,Reseller
IN-1031,Ross-Jones Purveyors,Omari,Molina,(521) 555-6861,87 NW. Edgewater St. ,Goshen,IN,46526,Reseller
IN-1032,Carrillo  Group,Micaela,Paul,(442) 555-6772,58 Lees Creek St. ,Fishers,IN,46037,Reseller
IN-1033,Empty Stage Deli,Ariel,Smith,(835) 555-0904,777 Rockaway Dr. ,Terre Haute,IN,47802,Retailer
IN-1034,Hernandez-Martin Beverages,Nola,Chandler,(269) 555-9639,8428 Deerfield Drive ,Merrillville,IN,46410,Reseller
IN-1035,Rodriguez  Liquors,Elian,Joyce,(380) 555-3269,29 Whitemarsh Avenue ,Avon,IN,46123,Reseller
IN-1036,"Marks, Rosario, and Wolf Inc.",Denzel,Boyer,(530) 555-4707,9175 Andover Court ,Evansville,IN,47711,Reseller
IN-1037,The Grouchy Goose,Abril,Velasquez,(590) 555-7525,9520 West Purple Finch St. ,New Albany,IN,47150,Retailer
IN-1038,Savory Snack Deli,Anaya,Lopez,(729) 555-5942,9787 Studebaker Lane ,South Bend,IN,46614,Retailer
IN-1039,"Graham, Ortiz, and Conner Restaurants",Cullen,Liu,(652) 555-4195,7563 Hilldale St. ,Chesterton,IN,46304,Reseller
IN-1040,Doyle  Beverages,Gerardo,Dillon,(912) 555-3607,23 Fairfield Court ,Michigan City,IN,46360,Reseller
IN-1041,Scandalous Tiger Liquors,Natalie,Horn,(799) 555-3112,937 N. Swanson Street ,Kokomo,IN,46901,Retailer
IN-1042,Middleton-Reeves LLC,Maddox,Stanley,(861) 555-0382,698 Golden Star Street ,Muncie,IN,47302,Reseller
IN-1043,"Wagner, Mcintyre, and Faulkner Restaurant Group",Gaven,Riggs,(986) 555-9133,51 Golf Street ,Lafayette,IN,47905,Reseller
IN-1044,"Day, Mullins, and Macdonald Stores",Lexi,Kane,(614) 555-8349,72 Lyme Lane ,Valparaiso,IN,46383,Reseller
IN-1045,Turner  Liquors,Dale,Bauer,(859) 555-2428,36 Wall Ave. ,Schererville,IN,46375,Reseller
IN-1046,"Brown, Williams, and Reed Beverages",Eva,Simmons,(312) 555-4120,5 South Maple Rd. ,Crown Point,IN,46307,Reseller
IN-1047,"Kaiser, Delacruz, and Castillo Group",Marie,Chapman,(947) 555-9357,22 Lafayette Avenue ,Crawfordsville,IN,47933,Reseller
IN-1048,"Oneal, Manning, and Wade LLC",Adam,Suarez,(438) 555-2350,13 Mill Street ,La Porte,IN,46350,Reseller
IN-1049,Anderson  Stores,Jase,Richard,(537) 555-3054,861 Leeton Ridge St. ,Granger,IN,46530,Reseller
IN-1050,Burgess  Stores,Crystal,Harris,(554) 555-4728,82 Williams St. ,Elkhart,IN,46514,Reseller
IN-1051,"Larson, Powell, and Torres ",Isabell,Mcdowell,(597) 555-0127,7031 Chapel Drive ,West Lafayette,IN,47906,Reseller
IN-1052,Summer Song Sandwiches,Princess,Flynn,(875) 555-7659,905 Rockwell Rd. ,Fort Wayne,IN,46804,Retailer
IN-1053,"Buchanan, Robertson, and Mcdowell Liquors",Dixie,Collier,(374) 555-1477,9536 North Pendergast Lane ,Seymour,IN,47274,Reseller
IN-1054,Davis  Inc.,Breanna,Rangel,(345) 555-3451,8478 Peninsula St. ,Bloomington,IN,47401,Reseller
IN-1055,Warner-Underwood ,Liam,Pham,(292) 555-3832,8724 N. High Noon Dr. ,Logansport,IN,46947,Reseller
IN-1056,"Thomas, Ford, and Walsh Group",Porter,Cruz,(309) 555-6217,613 N. Pulaski St. ,Jeffersonville,IN,47130,Reseller
IN-1057,Wilson & Sons,Porter,Cain,(332) 555-4350,2 Rockwell Drive ,Portage,IN,46368,Reseller
IN-1058,The Cautious Caterpillar house,Cory,Raymond,(883) 555-1557,8209 53rd Ave. ,Munster,IN,46321,Retailer
IN-1059,"Henderson, Baker, and Winters ",Aniyah,Hester,(248) 555-3528,392 W. Arch St. ,Hobart,IN,46342,Reseller
IN-1060,Greenfield Wines,Jaydan,Norris,(385) 555-6080,469 Linden Drive ,Greenfield,IN,46140,Reseller
IN-1061,Douglas  LLC,Mallory,Griffith,(487) 555-6428,9364 Ryan Road ,Indianapolis,IN,46201,Reseller
IN-1062,Weiss  Purveyors,Amelia,Waters,(939) 555-8573,8826 Hartford Court ,Mishawaka,IN,46544,Reseller
IN-1063,Melted Butter Cafe,Lexi,Rangel,(587) 555-2015,4 Main St. ,Zionsville,IN,46077,Retailer
KS-1001,Flores-Hardy LLC,Amiyah,Mata,(282) 555-6907,127 West Edgemont Dr. ,Emporia,KS,66801,Reseller
KS-1002,Hopkins-Miller Liquors,Kaelyn,Taylor,(957) 555-8102,907 Miles Rd. ,Derby,KS,67037,Reseller
KY-1001,"Horton, Rodriguez, and May Wine & Liquor",Jovan,Parker,(697) 555-6363,33 South Snake Hill Lane ,Bardstown,KY,40004,Reseller
KY-1002,"Williams, Hudson, and Johnston Liquors",Harmony,Pollard,(502) 555-8543,9 Carriage Ave. ,Erlanger,KY,41018,Reseller
KY-1003,"Crawford, Mercado, and Hensley Restaurants",Chloe,Becker,(704) 555-3264,58 N. Edgewater Ave. ,Louisville,KY,40207,Reseller
KY-1004,Soto  Beverages,Gideon,Lowe,(449) 555-5733,357 Lantern Street ,Frankfort,KY,40601,Reseller
KY-1005,"Holt, Fox, and Evans Purveyors",Eric,Stokes,(960) 555-9528,604 Hamilton Lane ,Paducah,KY,42001,Reseller
KY-1006,Tran-Sanchez Inc.,Korbin,Griffin,(473) 555-0897,552 Ohio St. ,Independence,KY,41051,Reseller
KY-1007,White-Stevens Stores,Micheal,Booker,(335) 555-0367,30 Roberts Ave. ,Shepherdsville,KY,40165,Reseller
KY-1008,Richards  Restaurants,Antwan,Nixon,(739) 555-5105,8812 S. Mechanic Drive ,Henderson,KY,42420,Reseller
KY-1009,Briggs  Restaurants,Jazmyn,Lang,(206) 555-8901,32 Summer St. ,Owensboro,KY,42301,Reseller
KY-1010,Assorted Prose Books,Rylee,Matthews,(623) 555-4683,985 Hillside Lane ,Nicholasville,KY,40356,Retailer
KY-1011,Kelly  Group,Samara,Jarvis,(611) 555-6631,866 Westport St. ,Bowling Green,KY,42101,Reseller
KY-1012,Johnson-Cooper Beverages,Fernanda,Gilmore,(820) 555-0450,66 Manchester Ave. ,Henderson,KY,42420,Reseller
KY-1013,Norris-Jones LLC,Melanie,David,(669) 555-4525,888 Wood Dr. ,Ft Mitchell,KY,41017,Reseller
KY-1014,Fine Yarn Restaurant,Annabel,Curry,(385) 555-4559,9738 Summer Ave. ,Paducah,KY,42001,Retailer
KY-1015,Peck  Restaurant Group,Cristina,Murillo,(356) 555-5869,9569 Arnold St. ,Louisville,KY,40207,Reseller
KY-1016,"Green, Coleman, and Rojas ",Kyleigh,Whitehead,(761) 555-9094,9385 Windsor Road ,Hopkinsville,KY,42240,Reseller
KY-1017,Pierce  Liquors,Nehemiah,Christensen,(415) 555-8555,9398 Brickell Court ,Shepherdsville,KY,40165,Reseller
KY-1018,Oliver-Baldwin ,Jazmine,Payne,(385) 555-3520,91 Roosevelt Ave. ,Frankfort,KY,40601,Reseller
KY-1019,"Strickland, Hunter, and Mckenzie Stores",Harley,Huff,(645) 555-7420,37 Mulberry St. ,Erlanger,KY,41018,Reseller
KY-1020,Cut Stems,Liam,Key,(323) 555-0552,8259 East Hillcrest St. ,Owensboro,KY,42301,Retailer
KY-1021,Peterson  Stores,Neil,Gray,(931) 555-2722,5 Bridle Street ,Glasgow,KY,42141,Reseller
KY-1022,Chambers  Beverages,Lisa,Rose,(749) 555-6740,8872 La Sierra Street ,Independence,KY,41051,Reseller
KY-1023,Buckley  Stores,Jaron,Henry,(922) 555-9317,90 Monroe Street ,Bardstown,KY,40004,Reseller
KY-1024,"Munoz, Martin, and Grant Wine & Liquor",Kody,Patrick,(726) 555-9978,973 Devonshire Court ,Madisonville,KY,42431,Reseller
